action,month,day,hour,count,sum,average,std,step
FOOD_GROCERIES,11,4,18,39,1685.3,43.2,15.0,308
FOOD_RESTAURANT,11,4,21,23,597.3,26.0,12.0,308
TRANSPORT_PUBLIC,11,4,16,30,235.4,7.8,5.0,308
TRANSPORT_PRIVATE,11,4,18,23,362.4,15.8,8.0,308
HEALTHCARE,11,4,11,11,1421.5,129.2,80.0,308
SHOPPING_CLOTHES,11,4,11,16,1366.1,85.4,45.0,308
SHOPPING_ELECTRONICS,11,4,11,10,2573.7,257.4,150.0,308
ENTERTAINMENT,11,4,22,19,626.4,33.0,20.0,308
HOUSING,11,4,2,6,11711.8,1952.0,600.0,308
INSURANCE,11,4,4,3,591.6,197.2,100.0,308
EDUCATION,11,4,11,3,1620.0,540.0,300.0,308
TRAVEL,11,4,11,6,904.3,150.7,100.0,308
CASH_WITHDRAWAL,11,4,18,6,609.1,101.5,50.0,308
CASH_DEPOSIT,11,4,14,2,1072.2,536.1,300.0,308
BANK_TRANSFER,11,4,11,2,1940.6,970.3,500.0,308
CREDIT_CARD_PAYMENT,11,4,16,4,318.0,79.5,40.0,308
FOOD_GROCERIES,11,5,10,46,2114.7,46.0,15.0,309
FOOD_RESTAURANT,11,5,19,28,768.5,27.4,12.0,309
TRANSPORT_PUBLIC,11,5,16,33,276.1,8.4,5.0,309
TRANSPORT_PRIVATE,11,5,7,20,272.4,13.6,8.0,309
HEALTHCARE,11,5,11,11,1202.9,109.4,80.0,309
SHOPPING_CLOTHES,11,5,13,18,1661.9,92.3,45.0,309
SHOPPING_ELECTRONICS,11,5,16,9,2205.6,245.1,150.0,309
ENTERTAINMENT,11,5,20,23,814.3,35.4,20.0,309
HOUSING,11,5,4,6,10683.6,1780.6,600.0,309
INSURANCE,11,5,2,2,402.3,201.2,100.0,309
EDUCATION,11,5,13,2,986.2,493.1,300.0,309
TRAVEL,11,5,15,5,813.5,162.7,100.0,309
CASH_WITHDRAWAL,11,5,17,5,544.5,108.9,50.0,309
CASH_DEPOSIT,11,5,13,3,1384.2,461.4,300.0,309
BANK_TRANSFER,11,5,11,2,1950.7,975.4,500.0,309
CREDIT_CARD_PAYMENT,11,5,13,6,450.4,75.1,40.0,309
FOOD_GROCERIES,11,6,10,37,1567.9,42.4,15.0,310
FOOD_RESTAURANT,11,6,19,27,689.3,25.5,12.0,310
TRANSPORT_PUBLIC,11,6,16,39,322.5,8.3,5.0,310
TRANSPORT_PRIVATE,11,6,9,24,332.3,13.8,8.0,310
HEALTHCARE,11,6,16,12,1466.1,122.2,80.0,310
SHOPPING_CLOTHES,11,6,15,17,1301.2,76.5,45.0,310
SHOPPING_ELECTRONICS,11,6,14,10,2299.6,230.0,150.0,310
ENTERTAINMENT,11,6,21,23,791.9,34.4,20.0,310
HOUSING,11,6,1,6,10395.4,1732.6,600.0,310
INSURANCE,11,6,3,2,382.4,191.2,100.0,310
EDUCATION,11,6,12,3,1400.3,466.8,300.0,310
TRAVEL,11,6,8,5,728.0,145.6,100.0,310
CASH_WITHDRAWAL,11,6,15,5,508.3,101.7,50.0,310
CASH_DEPOSIT,11,6,10,2,941.6,470.8,300.0,310
BANK_TRANSFER,11,6,10,3,3248.4,1082.8,500.0,310
CREDIT_CARD_PAYMENT,11,6,14,5,382.8,76.6,40.0,310
FOOD_GROCERIES,11,7,14,34,1384.6,40.7,15.0,311
FOOD_RESTAURANT,11,7,13,26,596.4,22.9,12.0,311
TRANSPORT_PUBLIC,11,7,6,37,307.7,8.3,5.0,311
TRANSPORT_PRIVATE,11,7,17,23,315.5,13.7,8.0,311
HEALTHCARE,11,7,17,9,1038.4,115.4,80.0,311
SHOPPING_CLOTHES,11,7,16,15,1237.2,82.5,45.0,311
SHOPPING_ELECTRONICS,11,7,19,7,1828.3,261.2,150.0,311
ENTERTAINMENT,11,7,23,19,706.5,37.2,20.0,311
HOUSING,11,7,5,4,7708.2,1927.0,600.0,311
INSURANCE,11,7,1,3,579.4,193.1,100.0,311
EDUCATION,11,7,12,3,1626.4,542.1,300.0,311
TRAVEL,11,7,15,5,773.4,154.7,100.0,311
CASH_WITHDRAWAL,11,7,21,6,627.4,104.6,50.0,311
CASH_DEPOSIT,11,7,13,2,932.0,466.0,300.0,311
BANK_TRANSFER,11,7,13,3,2936.0,978.7,500.0,311
CREDIT_CARD_PAYMENT,11,7,19,4,273.8,68.4,40.0,311
FOOD_GROCERIES,11,8,18,41,1953.8,47.7,15.0,312
FOOD_RESTAURANT,11,8,13,24,552.0,23.0,12.0,312
TRANSPORT_PUBLIC,11,8,8,35,296.3,8.5,5.0,312
TRANSPORT_PRIVATE,11,8,7,18,249.7,13.9,8.0,312
HEALTHCARE,11,8,10,13,1618.5,124.5,80.0,312
SHOPPING_CLOTHES,11,8,10,18,1585.7,88.1,45.0,312
SHOPPING_ELECTRONICS,11,8,15,8,2016.0,252.0,150.0,312
ENTERTAINMENT,11,8,23,20,638.6,31.9,20.0,312
HOUSING,11,8,2,6,11828.1,1971.4,600.0,312
INSURANCE,11,8,4,2,432.1,216.0,100.0,312
EDUCATION,11,8,11,2,1058.5,529.2,300.0,312
TRAVEL,11,8,12,6,977.7,162.9,100.0,312
CASH_WITHDRAWAL,11,8,17,5,475.2,95.0,50.0,312
CASH_DEPOSIT,11,8,12,2,1030.0,515.0,300.0,312
BANK_TRANSFER,11,8,13,2,1804.5,902.2,500.0,312
CREDIT_CARD_PAYMENT,11,8,18,6,419.9,70.0,40.0,312
FOOD_GROCERIES,11,9,9,47,2027.1,43.1,15.0,313
FOOD_RESTAURANT,11,9,21,27,735.6,27.2,12.0,313
TRANSPORT_PUBLIC,11,9,7,39,361.2,9.3,5.0,313
TRANSPORT_PRIVATE,11,9,19,30,484.2,16.1,8.0,313
HEALTHCARE,11,9,16,13,1598.7,123.0,80.0,313
SHOPPING_CLOTHES,11,9,12,19,1464.2,77.1,45.0,313
SHOPPING_ELECTRONICS,11,9,12,12,2725.9,227.2,150.0,313
ENTERTAINMENT,11,9,23,23,763.4,33.2,20.0,313
HOUSING,11,9,4,8,15159.6,1895.0,600.0,313
INSURANCE,11,9,1,3,555.1,185.0,100.0,313
EDUCATION,11,9,9,3,1612.3,537.4,300.0,313
TRAVEL,11,9,16,6,896.4,149.4,100.0,313
CASH_WITHDRAWAL,11,9,16,7,666.3,95.2,50.0,313
CASH_DEPOSIT,11,9,13,3,1485.9,495.3,300.0,313
BANK_TRANSFER,11,9,11,3,2893.4,964.5,500.0,313
CREDIT_CARD_PAYMENT,11,9,15,8,567.7,71.0,40.0,313
FOOD_GROCERIES,11,10,9,63,2941.7,46.7,15.0,314
FOOD_RESTAURANT,11,10,21,36,917.8,25.5,12.0,314
TRANSPORT_PUBLIC,11,10,19,46,420.5,9.1,5.0,314
TRANSPORT_PRIVATE,11,10,9,27,401.3,14.9,8.0,314
HEALTHCARE,11,10,15,16,1825.4,114.1,80.0,314
SHOPPING_CLOTHES,11,10,18,17,1398.5,82.3,45.0,314
SHOPPING_ELECTRONICS,11,10,18,13,3229.8,248.4,150.0,314
ENTERTAINMENT,11,10,23,27,1003.3,37.2,20.0,314
HOUSING,11,10,2,7,13850.0,1978.6,600.0,314
INSURANCE,11,10,2,3,589.2,196.4,100.0,314
EDUCATION,11,10,13,3,1353.0,451.0,300.0,314
TRAVEL,11,10,14,8,1168.6,146.1,100.0,314
CASH_WITHDRAWAL,11,10,16,8,758.2,94.8,50.0,314
CASH_DEPOSIT,11,10,12,3,1483.7,494.6,300.0,314
BANK_TRANSFER,11,10,15,3,3086.4,1028.8,500.0,314
CREDIT_CARD_PAYMENT,11,10,14,7,505.0,72.1,40.0,314
FOOD_GROCERIES,11,11,14,45,1922.6,42.7,15.0,315
FOOD_RESTAURANT,11,11,13,27,723.2,26.8,12.0,315
TRANSPORT_PUBLIC,11,11,16,36,277.6,7.7,5.0,315
TRANSPORT_PRIVATE,11,11,9,26,363.5,14.0,8.0,315
HEALTHCARE,11,11,9,10,1133.8,113.4,80.0,315
SHOPPING_CLOTHES,11,11,11,20,1723.4,86.2,45.0,315
SHOPPING_ELECTRONICS,11,11,18,7,1616.3,230.9,150.0,315
ENTERTAINMENT,11,11,19,21,700.1,33.3,20.0,315
HOUSING,11,11,4,5,8640.1,1728.0,600.0,315
INSURANCE,11,11,3,3,637.8,212.6,100.0,315
EDUCATION,11,11,8,2,946.8,473.4,300.0,315
TRAVEL,11,11,12,5,819.4,163.9,100.0,315
CASH_WITHDRAWAL,11,11,9,4,409.3,102.3,50.0,315
CASH_DEPOSIT,11,11,8,2,1082.3,541.1,300.0,315
BANK_TRANSFER,11,11,10,2,1887.7,943.8,500.0,315
CREDIT_CARD_PAYMENT,11,11,18,4,285.9,71.5,40.0,315
FOOD_GROCERIES,11,12,14,37,1816.0,49.1,15.0,316
FOOD_RESTAURANT,11,12,12,28,729.2,26.0,12.0,316
TRANSPORT_PUBLIC,11,12,16,38,301.3,7.9,5.0,316
TRANSPORT_PRIVATE,11,12,18,22,360.5,16.4,8.0,316
HEALTHCARE,11,12,10,10,1164.5,116.5,80.0,316
SHOPPING_CLOTHES,11,12,14,18,1596.2,88.7,45.0,316
SHOPPING_ELECTRONICS,11,12,13,8,1801.0,225.1,150.0,316
ENTERTAINMENT,11,12,18,21,720.2,34.3,20.0,316
HOUSING,11,12,3,4,7258.5,1814.6,600.0,316
INSURANCE,11,12,5,2,372.1,186.1,100.0,316
EDUCATION,11,12,16,3,1416.5,472.2,300.0,316
TRAVEL,11,12,15,5,792.1,158.4,100.0,316
CASH_WITHDRAWAL,11,12,18,5,541.5,108.3,50.0,316
CASH_DEPOSIT,11,12,8,3,1595.0,531.7,300.0,316
BANK_TRANSFER,11,12,17,2,1854.3,927.2,500.0,316
CREDIT_CARD_PAYMENT,11,12,10,5,366.1,73.2,40.0,316
FOOD_GROCERIES,11,13,12,50,2046.6,40.9,15.0,317
FOOD_RESTAURANT,11,13,11,20,511.0,25.5,12.0,317
TRANSPORT_PUBLIC,11,13,7,40,321.7,8.0,5.0,317
TRANSPORT_PRIVATE,11,13,18,24,336.6,14.0,8.0,317
HEALTHCARE,11,13,9,9,1022.4,113.6,80.0,317
SHOPPING_CLOTHES,11,13,16,14,1249.4,89.2,45.0,317
SHOPPING_ELECTRONICS,11,13,11,9,2463.9,273.8,150.0,317
ENTERTAINMENT,11,13,23,18,618.7,34.4,20.0,317
HOUSING,11,13,1,6,11474.1,1912.3,600.0,317
INSURANCE,11,13,3,2,381.5,190.7,100.0,317
EDUCATION,11,13,13,3,1437.7,479.2,300.0,317
TRAVEL,11,13,16,5,766.5,153.3,100.0,317
CASH_WITHDRAWAL,11,13,15,4,367.3,91.8,50.0,317
CASH_DEPOSIT,11,13,17,2,941.5,470.7,300.0,317
BANK_TRANSFER,11,13,17,2,2038.5,1019.2,500.0,317
CREDIT_CARD_PAYMENT,11,13,21,5,350.0,70.0,40.0,317
FOOD_GROCERIES,11,14,10,35,1715.2,49.0,15.0,318
FOOD_RESTAURANT,11,14,20,25,686.3,27.5,12.0,318
TRANSPORT_PUBLIC,11,14,7,29,237.6,8.2,5.0,318
TRANSPORT_PRIVATE,11,14,19,22,340.0,15.5,8.0,318
HEALTHCARE,11,14,11,10,1252.8,125.3,80.0,318
SHOPPING_CLOTHES,11,14,16,20,1694.5,84.7,45.0,318
SHOPPING_ELECTRONICS,11,14,19,7,1895.4,270.8,150.0,318
ENTERTAINMENT,11,14,22,19,627.3,33.0,20.0,318
HOUSING,11,14,3,5,8558.5,1711.7,600.0,318
INSURANCE,11,14,4,2,403.1,201.5,100.0,318
EDUCATION,11,14,15,2,990.3,495.2,300.0,318
TRAVEL,11,14,14,4,635.0,158.7,100.0,318
CASH_WITHDRAWAL,11,14,8,5,527.1,105.4,50.0,318
CASH_DEPOSIT,11,14,9,2,913.9,457.0,300.0,318
BANK_TRANSFER,11,14,10,2,1837.4,918.7,500.0,318
CREDIT_CARD_PAYMENT,11,14,17,5,364.1,72.8,40.0,318
FOOD_GROCERIES,11,15,15,38,1759.1,46.3,15.0,319
FOOD_RESTAURANT,11,15,20,24,553.3,23.1,12.0,319
TRANSPORT_PUBLIC,11,15,17,32,275.1,8.6,5.0,319
TRANSPORT_PRIVATE,11,15,8,21,322.5,15.4,8.0,319
HEALTHCARE,11,15,9,13,1447.7,111.4,80.0,319
SHOPPING_CLOTHES,11,15,15,15,1395.4,93.0,45.0,319
SHOPPING_ELECTRONICS,11,15,12,9,2446.0,271.8,150.0,319
ENTERTAINMENT,11,15,22,23,735.8,32.0,20.0,319
HOUSING,11,15,5,5,8392.5,1678.5,600.0,319
INSURANCE,11,15,5,2,369.1,184.6,100.0,319
EDUCATION,11,15,13,2,903.9,451.9,300.0,319
TRAVEL,11,15,16,5,735.4,147.1,100.0,319
CASH_WITHDRAWAL,11,15,13,5,506.7,101.3,50.0,319
CASH_DEPOSIT,11,15,8,2,1055.8,527.9,300.0,319
BANK_TRANSFER,11,15,14,2,2119.9,1060.0,500.0,319
CREDIT_CARD_PAYMENT,11,15,21,6,424.0,70.7,40.0,319
FOOD_GROCERIES,11,16,17,54,2672.1,49.5,15.0,320
FOOD_RESTAURANT,11,16,21,38,911.8,24.0,12.0,320
TRANSPORT_PUBLIC,11,16,17,42,337.6,8.0,5.0,320
TRANSPORT_PRIVATE,11,16,9,28,431.9,15.4,8.0,320
HEALTHCARE,11,16,8,13,1693.0,130.2,80.0,320
SHOPPING_CLOTHES,11,16,13,22,1756.4,79.8,45.0,320
SHOPPING_ELECTRONICS,11,16,18,9,2051.9,228.0,150.0,320
ENTERTAINMENT,11,16,22,27,858.0,31.8,20.0,320
HOUSING,11,16,3,6,11417.6,1902.9,600.0,320
INSURANCE,11,16,2,4,758.2,189.6,100.0,320
EDUCATION,11,16,16,4,1927.9,482.0,300.0,320
TRAVEL,11,16,14,6,949.9,158.3,100.0,320
CASH_WITHDRAWAL,11,16,21,7,641.8,91.7,50.0,320
CASH_DEPOSIT,11,16,8,3,1402.3,467.4,300.0,320
BANK_TRANSFER,11,16,14,3,3063.5,1021.2,500.0,320
CREDIT_CARD_PAYMENT,11,16,18,7,564.2,80.6,40.0,320
FOOD_GROCERIES,11,17,13,59,2592.3,43.9,15.0,321
FOOD_RESTAURANT,11,17,20,27,675.5,25.0,12.0,321
TRANSPORT_PUBLIC,11,17,16,45,415.4,9.2,5.0,321
TRANSPORT_PRIVATE,11,17,7,32,473.8,14.8,8.0,321
HEALTHCARE,11,17,16,12,1582.2,131.9,80.0,321
SHOPPING_CLOTHES,11,17,12,25,2170.9,86.8,45.0,321
SHOPPING_ELECTRONICS,11,17,17,12,3168.7,264.1,150.0,321
ENTERTAINMENT,11,17,20,28,1019.9,36.4,20.0,321
HOUSING,11,17,1,7,12999.5,1857.1,600.0,321
INSURANCE,11,17,1,3,547.1,182.4,100.0,321
EDUCATION,11,17,12,3,1481.9,494.0,300.0,321
TRAVEL,11,17,17,7,1027.7,146.8,100.0,321
CASH_WITHDRAWAL,11,17,19,7,668.8,95.5,50.0,321
CASH_DEPOSIT,11,17,10,4,2072.6,518.2,300.0,321
BANK_TRANSFER,11,17,16,3,2788.3,929.4,500.0,321
CREDIT_CARD_PAYMENT,11,17,17,6,481.9,80.3,40.0,321
FOOD_GROCERIES,11,18,10,40,1940.5,48.5,15.0,322
FOOD_RESTAURANT,11,18,20,24,563.7,23.5,12.0,322
TRANSPORT_PUBLIC,11,18,18,30,267.8,8.9,5.0,322
TRANSPORT_PRIVATE,11,18,17,22,353.4,16.1,8.0,322
HEALTHCARE,11,18,15,10,1211.4,121.1,80.0,322
SHOPPING_CLOTHES,11,18,19,15,1318.7,87.9,45.0,322
SHOPPING_ELECTRONICS,11,18,13,8,1930.4,241.3,150.0,322
ENTERTAINMENT,11,18,20,17,538.1,31.7,20.0,322
HOUSING,11,18,3,5,9415.9,1883.2,600.0,322
INSURANCE,11,18,5,3,599.6,199.9,100.0,322
EDUCATION,11,18,13,2,913.3,456.6,300.0,322
TRAVEL,11,18,13,6,857.0,142.8,100.0,322
CASH_WITHDRAWAL,11,18,12,4,402.8,100.7,50.0,322
CASH_DEPOSIT,11,18,16,2,966.6,483.3,300.0,322
BANK_TRANSFER,11,18,10,2,2154.9,1077.4,500.0,322
CREDIT_CARD_PAYMENT,11,18,15,5,376.1,75.2,40.0,322
FOOD_GROCERIES,11,19,13,39,1734.3,44.5,15.0,323
FOOD_RESTAURANT,11,19,19,28,643.3,23.0,12.0,323
TRANSPORT_PUBLIC,11,19,7,40,337.0,8.4,5.0,323
TRANSPORT_PRIVATE,11,19,17,21,343.8,16.4,8.0,323
HEALTHCARE,11,19,10,11,1418.8,129.0,80.0,323
SHOPPING_CLOTHES,11,19,12,15,1315.0,87.7,45.0,323
SHOPPING_ELECTRONICS,11,19,13,7,1804.5,257.8,150.0,323
ENTERTAINMENT,11,19,20,23,747.6,32.5,20.0,323
HOUSING,11,19,3,5,8632.5,1726.5,600.0,323
INSURANCE,11,19,3,2,432.5,216.2,100.0,323
EDUCATION,11,19,8,2,1013.2,506.6,300.0,323
TRAVEL,11,19,8,5,766.0,153.2,100.0,323
CASH_WITHDRAWAL,11,19,12,6,563.0,93.8,50.0,323
CASH_DEPOSIT,11,19,13,2,938.0,469.0,300.0,323
BANK_TRANSFER,11,19,17,2,1992.7,996.4,500.0,323
CREDIT_CARD_PAYMENT,11,19,13,5,341.6,68.3,40.0,323
FOOD_GROCERIES,11,20,15,37,1683.8,45.5,15.0,324
FOOD_RESTAURANT,11,20,12,24,602.8,25.1,12.0,324
TRANSPORT_PUBLIC,11,20,6,28,216.2,7.7,5.0,324
TRANSPORT_PRIVATE,11,20,8,18,295.9,16.4,8.0,324
HEALTHCARE,11,20,14,11,1236.6,112.4,80.0,324
SHOPPING_CLOTHES,11,20,18,19,1626.1,85.6,45.0,324
SHOPPING_ELECTRONICS,11,20,16,9,2383.3,264.8,150.0,324
ENTERTAINMENT,11,20,22,22,845.5,38.4,20.0,324
HOUSING,11,20,3,6,11015.9,1836.0,600.0,324
INSURANCE,11,20,3,3,591.1,197.0,100.0,324
EDUCATION,11,20,16,2,997.1,498.5,300.0,324
TRAVEL,11,20,8,5,802.8,160.6,100.0,324
CASH_WITHDRAWAL,11,20,19,5,453.9,90.8,50.0,324
CASH_DEPOSIT,11,20,8,3,1527.6,509.2,300.0,324
BANK_TRANSFER,11,20,17,2,2166.0,1083.0,500.0,324
CREDIT_CARD_PAYMENT,11,20,21,6,445.1,74.2,40.0,324
FOOD_GROCERIES,11,21,10,35,1564.3,44.7,15.0,325
FOOD_RESTAURANT,11,21,20,21,547.9,26.1,12.0,325
TRANSPORT_PUBLIC,11,21,17,36,319.2,8.9,5.0,325
TRANSPORT_PRIVATE,11,21,7,23,369.4,16.1,8.0,325
HEALTHCARE,11,21,9,12,1464.9,122.1,80.0,325
SHOPPING_CLOTHES,11,21,19,13,1060.4,81.6,45.0,325
SHOPPING_ELECTRONICS,11,21,19,7,1681.9,240.3,150.0,325
ENTERTAINMENT,11,21,20,23,770.1,33.5,20.0,325
HOUSING,11,21,3,5,8253.3,1650.7,600.0,325
INSURANCE,11,21,1,2,438.5,219.2,100.0,325
EDUCATION,11,21,15,2,999.8,499.9,300.0,325
TRAVEL,11,21,10,6,858.2,143.0,100.0,325
CASH_WITHDRAWAL,11,21,19,6,589.0,98.2,50.0,325
CASH_DEPOSIT,11,21,12,2,1057.8,528.9,300.0,325
BANK_TRANSFER,11,21,14,2,1844.6,922.3,500.0,325
CREDIT_CARD_PAYMENT,11,21,20,5,345.8,69.2,40.0,325
FOOD_GROCERIES,11,22,14,49,2199.3,44.9,15.0,326
FOOD_RESTAURANT,11,22,20,21,565.2,26.9,12.0,326
TRANSPORT_PUBLIC,11,22,17,32,280.3,8.8,5.0,326
TRANSPORT_PRIVATE,11,22,17,18,252.1,14.0,8.0,326
HEALTHCARE,11,22,17,12,1331.5,111.0,80.0,326
SHOPPING_CLOTHES,11,22,15,14,1078.5,77.0,45.0,326
SHOPPING_ELECTRONICS,11,22,12,9,2223.4,247.0,150.0,326
ENTERTAINMENT,11,22,22,17,561.7,33.0,20.0,326
HOUSING,11,22,3,4,7692.3,1923.1,600.0,326
INSURANCE,11,22,3,2,378.6,189.3,100.0,326
EDUCATION,11,22,12,2,913.4,456.7,300.0,326
TRAVEL,11,22,12,6,978.4,163.1,100.0,326
CASH_WITHDRAWAL,11,22,8,5,503.3,100.7,50.0,326
CASH_DEPOSIT,11,22,16,3,1479.7,493.2,300.0,326
BANK_TRANSFER,11,22,10,2,2038.5,1019.2,500.0,326
CREDIT_CARD_PAYMENT,11,22,11,6,470.6,78.4,40.0,326
FOOD_GROCERIES,11,23,14,56,2646.9,47.3,15.0,327
FOOD_RESTAURANT,11,23,11,38,1026.9,27.0,12.0,327
TRANSPORT_PUBLIC,11,23,17,51,475.1,9.3,5.0,327
TRANSPORT_PRIVATE,11,23,9,23,364.6,15.9,8.0,327
HEALTHCARE,11,23,11,13,1437.4,110.6,80.0,327
SHOPPING_CLOTHES,11,23,10,20,1653.8,82.7,45.0,327
SHOPPING_ELECTRONICS,11,23,19,10,2449.2,244.9,150.0,327
ENTERTAINMENT,11,23,23,22,709.8,32.3,20.0,327
HOUSING,11,23,4,6,11436.5,1906.1,600.0,327
INSURANCE,11,23,4,4,822.8,205.7,100.0,327
EDUCATION,11,23,11,4,2080.1,520.0,300.0,327
TRAVEL,11,23,12,7,1100.5,157.2,100.0,327
CASH_WITHDRAWAL,11,23,10,7,632.4,90.3,50.0,327
CASH_DEPOSIT,11,23,16,3,1538.2,512.7,300.0,327
BANK_TRANSFER,11,23,10,3,2720.8,906.9,500.0,327
CREDIT_CARD_PAYMENT,11,23,12,8,646.3,80.8,40.0,327
FOOD_GROCERIES,11,24,17,65,2992.4,46.0,15.0,328
FOOD_RESTAURANT,11,24,20,37,991.0,26.8,12.0,328
TRANSPORT_PUBLIC,11,24,7,43,341.2,7.9,5.0,328
TRANSPORT_PRIVATE,11,24,7,28,433.1,15.5,8.0,328
HEALTHCARE,11,24,15,15,1760.5,117.4,80.0,328
SHOPPING_CLOTHES,11,24,12,24,1933.6,80.6,45.0,328
SHOPPING_ELECTRONICS,11,24,19,9,2111.1,234.6,150.0,328
ENTERTAINMENT,11,24,21,27,952.9,35.3,20.0,328
HOUSING,11,24,4,8,14960.5,1870.1,600.0,328
INSURANCE,11,24,5,3,551.9,184.0,100.0,328
EDUCATION,11,24,11,4,1838.9,459.7,300.0,328
TRAVEL,11,24,13,7,966.0,138.0,100.0,328
CASH_WITHDRAWAL,11,24,10,8,791.3,98.9,50.0,328
CASH_DEPOSIT,11,24,11,3,1638.9,546.3,300.0,328
BANK_TRANSFER,11,24,11,3,3104.0,1034.7,500.0,328
CREDIT_CARD_PAYMENT,11,24,17,6,455.5,75.9,40.0,328
FOOD_GROCERIES,11,25,19,36,1504.1,41.8,15.0,329
FOOD_RESTAURANT,11,25,12,24,651.4,27.1,12.0,329
TRANSPORT_PUBLIC,11,25,18,39,352.1,9.0,5.0,329
TRANSPORT_PRIVATE,11,25,9,23,318.4,13.8,8.0,329
HEALTHCARE,11,25,10,9,990.1,110.0,80.0,329
SHOPPING_CLOTHES,11,25,17,15,1189.2,79.3,45.0,329
SHOPPING_ELECTRONICS,11,25,19,10,2736.5,273.7,150.0,329
ENTERTAINMENT,11,25,22,23,825.8,35.9,20.0,329
HOUSING,11,25,4,6,11025.7,1837.6,600.0,329
INSURANCE,11,25,2,2,371.3,185.7,100.0,329
EDUCATION,11,25,10,3,1551.6,517.2,300.0,329
TRAVEL,11,25,14,6,857.4,142.9,100.0,329
CASH_WITHDRAWAL,11,25,14,5,548.3,109.7,50.0,329
CASH_DEPOSIT,11,25,12,2,938.3,469.1,300.0,329
BANK_TRANSFER,11,25,16,3,2971.7,990.6,500.0,329
CREDIT_CARD_PAYMENT,11,25,17,6,420.7,70.1,40.0,329
FOOD_GROCERIES,11,26,12,34,1646.9,48.4,15.0,330
FOOD_RESTAURANT,11,26,19,24,641.6,26.7,12.0,330
TRANSPORT_PUBLIC,11,26,19,34,276.2,8.1,5.0,330
TRANSPORT_PRIVATE,11,26,9,23,374.4,16.3,8.0,330
HEALTHCARE,11,26,11,11,1369.3,124.5,80.0,330
SHOPPING_CLOTHES,11,26,11,19,1708.8,89.9,45.0,330
SHOPPING_ELECTRONICS,11,26,15,9,2461.8,273.5,150.0,330
ENTERTAINMENT,11,26,18,16,541.8,33.9,20.0,330
HOUSING,11,26,3,5,8688.2,1737.6,600.0,330
INSURANCE,11,26,5,2,364.0,182.0,100.0,330
EDUCATION,11,26,8,2,1072.6,536.3,300.0,330
TRAVEL,11,26,14,4,578.1,144.5,100.0,330
CASH_WITHDRAWAL,11,26,8,6,638.3,106.4,50.0,330
CASH_DEPOSIT,11,26,10,2,1029.7,514.9,300.0,330
BANK_TRANSFER,11,26,16,3,2723.0,907.7,500.0,330
CREDIT_CARD_PAYMENT,11,26,17,6,408.9,68.1,40.0,330
FOOD_GROCERIES,11,27,11,38,1863.9,49.1,15.0,331
FOOD_RESTAURANT,11,27,13,30,704.0,23.5,12.0,331
TRANSPORT_PUBLIC,11,27,17,33,308.1,9.3,5.0,331
TRANSPORT_PRIVATE,11,27,19,21,345.2,16.4,8.0,331
HEALTHCARE,11,27,14,10,1228.4,122.8,80.0,331
SHOPPING_CLOTHES,11,27,11,17,1350.6,79.4,45.0,331
SHOPPING_ELECTRONICS,11,27,17,9,2353.9,261.5,150.0,331
ENTERTAINMENT,11,27,18,17,584.9,34.4,20.0,331
HOUSING,11,27,4,6,10547.4,1757.9,600.0,331
INSURANCE,11,27,5,2,393.2,196.6,100.0,331
EDUCATION,11,27,10,3,1415.1,471.7,300.0,331
TRAVEL,11,27,15,6,896.0,149.3,100.0,331
CASH_WITHDRAWAL,11,27,17,5,463.4,92.7,50.0,331
CASH_DEPOSIT,11,27,14,2,978.5,489.2,300.0,331
BANK_TRANSFER,11,27,17,2,1854.3,927.2,500.0,331
CREDIT_CARD_PAYMENT,11,27,10,6,432.0,72.0,40.0,331
FOOD_GROCERIES,11,28,9,37,1509.9,40.8,15.0,332
FOOD_RESTAURANT,11,28,18,22,593.5,27.0,12.0,332
TRANSPORT_PUBLIC,11,28,6,29,239.9,8.3,5.0,332
TRANSPORT_PRIVATE,11,28,17,22,314.3,14.3,8.0,332
HEALTHCARE,11,28,15,11,1374.2,124.9,80.0,332
SHOPPING_CLOTHES,11,28,10,19,1480.4,77.9,45.0,332
SHOPPING_ELECTRONICS,11,28,15,7,1725.0,246.4,150.0,332
ENTERTAINMENT,11,28,23,16,505.4,31.6,20.0,332
HOUSING,11,28,4,4,7759.2,1939.8,600.0,332
INSURANCE,11,28,5,3,558.6,186.2,100.0,332
EDUCATION,11,28,16,2,980.6,490.3,300.0,332
TRAVEL,11,28,17,4,609.3,152.3,100.0,332
CASH_WITHDRAWAL,11,28,13,4,399.5,99.9,50.0,332
CASH_DEPOSIT,11,28,13,2,996.6,498.3,300.0,332
BANK_TRANSFER,11,28,16,3,2820.1,940.0,500.0,332
CREDIT_CARD_PAYMENT,11,28,20,6,447.3,74.5,40.0,332
FOOD_GROCERIES,11,29,18,43,1898.6,44.2,15.0,333
FOOD_RESTAURANT,11,29,13,25,565.3,22.6,12.0,333
TRANSPORT_PUBLIC,11,29,16,38,316.4,8.3,5.0,333
TRANSPORT_PRIVATE,11,29,8,25,381.0,15.2,8.0,333
HEALTHCARE,11,29,8,12,1418.7,118.2,80.0,333
SHOPPING_CLOTHES,11,29,13,16,1355.7,84.7,45.0,333
SHOPPING_ELECTRONICS,11,29,12,9,2455.5,272.8,150.0,333
ENTERTAINMENT,11,29,18,23,749.8,32.6,20.0,333
